name,value,year,lastValue,rank
Oracle,26932.7999999999,2017.4,27066.1000000001,18
Louis Vuitton,25012.2000000005,2017.4,24488.8999999998,19
Honda,23090.4000000001,2017.4,22991.8,20
SAP,22735,2017.4,22710,21
Pepsi,20613.8,2017.4,20583.1,22
H&M,19023.1999999997,2017.4,19389.4000000002,23
American Express,18327.8000000001,2017.4,18192.5999999999,24
Zara,18228.5999999999,2017.4,18314.7,25
IKEA,18066.3999999999,2017.4,18167.8,26
Gillette,17665.5999999999,2017.4,17799.2000000001,27
UPS,16571.8,2017.4,16525.6,28
Pampers,16496.4,2017.4,16476.3,29
J.P. Morgan,16476.2000000002,2017.4,16294.3999999999,30
Budweiser,15475.8,2017.4,15450.6,31
Hermès,15074.8000000002,2017.4,14858.5999999999,32
Ford,13783.8,2017.4,13748.6,33
Hyundai,13329.8,2017.4,13295.6,34
Accenture,13168.2000000002,2017.4,12993.8999999999,35
eBay,13141.2,2017.4,13161.9,36
NESCAFÉ,12817.8,2017.4,12778.6,37
Audi,12088.6,2017.4,12072.2,38
Nissan,11805.6000000001,2017.4,11737.7,39
Volkswagen,11793.6000000001,2017.4,11725.7,40
Philips,11753.0000000001,2017.4,11694.5,41
Goldman Sachs,11226.0000000001,2017.4,11135.5,42
Gucci,11158.2000000003,2017.4,10860.8999999999,43
AXA,11091,2017.4,11086.5,44
Citi,10990.2000000001,2017.4,10892.4,45
L'Oréal,10845.2,2017.4,10802.4,46
Kellogg's,10836.8,2017.4,10870.6,47
HSBC,10803.6000000001,2017.4,10736.2,48
Allianz,10363.8000000001,2017.4,10287.6,49
Porsche,10360.2000000001,2017.4,10302.4,50
Siemens,10042,2017.4,10027,51
Canon,10024.8000000001,2017.4,9965.59999999997,52
HP,9897.80000000008,2017.4,9808.59999999996,53
adidas,9838.40000000014,2017.4,9682.79999999993,54
Adobe,9735.20000000015,2017.4,9566.39999999992,55
Danone,9406.40000000002,2017.4,9385.29999999999,56
Starbucks,9068.40000000008,2017.4,8977.29999999996,57
3M,9009.80000000001,2017.4,8994.09999999999,58
Nestlé,8812.00000000002,2017.4,8790.99999999999,59
Sony,8810.80000000008,2017.4,8726.59999999996,60
Hewlett Packard Enterprise,8633.39999999993,2017.4,8712.80000000004,61
Colgate,8458.60000000003,2017.4,8425.19999999998,62
Morgan Stanley,8443.80000000005,2017.4,8384.09999999997,63
Visa,8297.40000000011,2017.4,8176.79999999994,64
Cartier,7586.60000000001,2017.4,7576.7,65
Banco Santander,7040.00000000008,2017.4,6955.49999999996,66
Huawei,7036.80000000008,2017.4,6946.59999999996,67
Mastercard,6828.00000000011,2017.4,6708.49999999995,68
LEGO,6827.59999999995,2017.4,6876.70000000002,69
Kia,6779.80000000002,2017.4,6755.59999999999,70
Netflix,6599.60000000023,2017.4,6347.69999999989,71
FedEx,6509.00000000006,2017.4,6445.49999999997,72
Land Rover,6145.40000000001,2017.4,6132.79999999999,73
Johnson & Johnson,6117.00000000002,2017.4,6097.99999999999,74
Panasonic,6107.00000000003,2017.4,6075.99999999999,75
PayPal,5893.20000000011,2017.4,5771.89999999995,76
DHL,5781.40000000002,2017.4,5764.79999999999,77
Salesforce.com,5707.20000000011,2017.4,5586.39999999995,78
Discovery,5548.60000000003,2017.4,5514.19999999998,79
Tiffany & Co.,5493.20000000002,2017.4,5468.39999999999,80
Harley-Davidson,5466.99999999995,2017.4,5518.00000000002,81
Jack Daniel's,5455.60000000003,2017.4,5424.69999999999,82
KFC,5380.20000000002,2017.4,5363.39999999999,83
Heineken,5265.80000000002,2017.4,5244.59999999999,84
Ferrari,5229.60000000008,2017.4,5141.19999999996,85
Caterpillar,5212.80000000008,2017.4,5126.59999999996,86
MINI,5170.00000000001,2017.4,5155.99999999999,87
Burberry,5076.59999999999,2017.4,5091.20000000001,88
Corona,5072.40000000007,2017.4,4998.29999999997,89
John Deere,5019.80000000005,2017.4,4960.59999999997,90
Shell,5004.20000000004,2017.4,4958.89999999998,91
Dior,4841.40000000006,2017.4,4777.79999999997,92
Sprite,4798.39999999999,2017.4,4809.3,93
Prada,4754.40000000001,2017.4,4744.8,94
Johnnie Walker,4535.40000000003,2017.4,4502.79999999998,95
Chanel,NA,2017.4,NA,96
Hennessy,NA,2017.4,NA,97
Nintendo,NA,2017.4,NA,98
Spotify,NA,2017.4,NA,99
Subaru,NA,2017.4,NA,100
Apple,199317,2017.5,196284.400000003,1
Google,148604.5,2017.5,147224.200000001,2
Microsoft,86357,2017.5,85085.4000000012,3
Amazon,82780,2017.5,79183.2000000033,4
Coca-Cola,68037,2017.5,68376.1999999997,5
Samsung,58069.5,2017.5,57705.4000000003,6
Toyota,51847.5,2017.5,51536.2000000003,7
Mercedes-Benz,48215,2017.5,48137.8000000001,8
Facebook,46678,2017.5,46979.9999999997,9
IBM,44900.5,2017.5,45286.1999999996,10
McDonald's,42475,2017.5,42286.6000000002,11
Intel,41376,2017.5,40992.6000000003,12
BMW,41263.5,2017.5,41315,13
Disney,40323,2017.5,40412.7999999999,14
GE,38482.5,2017.5,39627.599999999,15
Cisco,33252.5,2017.5,32988.0000000002,16
Nike,28570.5,2017.5,28260.6000000003,17
Oracle,26799.5,2017.5,26932.7999999999,18
Louis Vuitton,25535.5,2017.5,25012.2000000005,19
Honda,23189,2017.5,23090.4000000001,20
SAP,22760,2017.5,22735,21
Pepsi,20644.5,2017.5,20613.8,22
H&M,18657,2017.5,19023.1999999997,23
American Express,18463,2017.5,18327.8000000001,24
Zara,18142.5,2017.5,18228.5999999999,25
IKEA,17965,2017.5,18066.3999999999,26
Gillette,17532,2017.5,17665.5999999999,27
J.P. Morgan,16658,2017.5,16476.2000000002,28
UPS,16618,2017.5,16571.8,29
Pampers,16516.5,2017.5,16496.4,30
Budweiser,15501,2017.5,15475.8,31
Hermès,15291,2017.5,15074.8000000002,32
Ford,13819,2017.5,13783.8,33
Hyundai,13364,2017.5,13329.8,34
Accenture,13342.5,2017.5,13168.2000000002,35
eBay,13120.5,2017.5,13141.2,36
NESCAFÉ,12857,2017.5,12817.8,37
Audi,12105,2017.5,12088.6,38
Nissan,11873.5,2017.5,11805.6000000001,39
Volkswagen,11861.5,2017.5,11793.6000000001,40
Philips,11811.5,2017.5,11753.0000000001,41
Gucci,11455.5,2017.5,11158.2000000003,42
Goldman Sachs,11316.5,2017.5,11226.0000000001,43
AXA,11095.5,2017.5,11091,44
Citi,11088,2017.5,10990.2000000001,45
L'Oréal,10888,2017.5,10845.2,46
HSBC,10871,2017.5,10803.6000000001,47
Kellogg's,10803,2017.5,10836.8,48
Allianz,10440,2017.5,10363.8000000001,49
Porsche,10418,2017.5,10360.2000000001,50
Canon,10084,2017.5,10024.8000000001,51
Siemens,10057,2017.5,10042,52
adidas,9994,2017.5,9838.40000000014,53
HP,9987,2017.5,9897.80000000008,54
Adobe,9904,2017.5,9735.20000000015,55
Danone,9427.5,2017.5,9406.40000000002,56
Starbucks,9159.5,2017.5,9068.40000000008,57
3M,9025.5,2017.5,9009.80000000001,58
Sony,8895,2017.5,8810.80000000008,59
Nestlé,8833,2017.5,8812.00000000002,60
Hewlett Packard Enterprise,8554,2017.5,8633.39999999993,61
Morgan Stanley,8503.5,2017.5,8443.80000000005,62
Colgate,8492,2017.5,8458.60000000003,63
Visa,8418,2017.5,8297.40000000011,64
Cartier,7596.5,2017.5,7586.60000000001,65
Huawei,7127,2017.5,7036.80000000008,66
Banco Santander,7124.5,2017.5,7040.00000000008,67
Mastercard,6947.5,2017.5,6828.00000000011,68
Netflix,6851.5,2017.5,6599.60000000023,69
Kia,6804,2017.5,6779.80000000002,70
LEGO,6778.5,2017.5,6827.59999999995,71
FedEx,6572.5,2017.5,6509.00000000006,72
Land Rover,6158,2017.5,6145.40000000001,73
Panasonic,6138,2017.5,6107.00000000003,74
Johnson & Johnson,6136,2017.5,6117.00000000002,75
PayPal,6014.5,2017.5,5893.20000000011,76
Salesforce.com,5828,2017.5,5707.20000000011,77
DHL,5798,2017.5,5781.40000000002,78
Discovery,5583,2017.5,5548.60000000003,79
Tiffany & Co.,5518,2017.5,5493.20000000002,80
Jack Daniel's,5486.5,2017.5,5455.60000000003,81
Harley-Davidson,5416,2017.5,5466.99999999995,82
KFC,5397,2017.5,5380.20000000002,83
Ferrari,5318,2017.5,5229.60000000008,84
Caterpillar,5299,2017.5,5212.80000000008,85
Heineken,5287,2017.5,5265.80000000002,86
MINI,5184,2017.5,5170.00000000001,87
Corona,5146.5,2017.5,5072.40000000007,88
John Deere,5079,2017.5,5019.80000000005,89
Burberry,5062,2017.5,5076.59999999999,90
Shell,5049.5,2017.5,5004.20000000004,91
Dior,4905,2017.5,4841.40000000006,92
Sprite,4787.5,2017.5,4798.39999999999,93
Prada,4764,2017.5,4754.40000000001,94
Johnnie Walker,4568,2017.5,4535.40000000003,95
Chanel,NA,2017.5,NA,96
Hennessy,NA,2017.5,NA,97
Nintendo,NA,2017.5,NA,98
Spotify,NA,2017.5,NA,99
Subaru,NA,2017.5,NA,100
Apple,202349.599999997,2017.6,199317,1
Google,149984.799999999,2017.6,148604.5,2
Microsoft,87628.5999999988,2017.6,86357,3
Amazon,86376.7999999967,2017.6,82780,4
Coca-Cola,67697.8000000003,2017.6,68037,5
Samsung,58433.5999999997,2017.6,58069.5,6
Toyota,52158.7999999997,2017.6,51847.5,7
Mercedes-Benz,48292.1999999999,2017.6,48215,8
Facebook,46376.0000000003,2017.6,46678,9
IBM,44514.8000000004,2017.6,44900.5,10
McDonald's,42663.3999999998,2017.6,42475,11
Intel,41759.3999999997,2017.6,41376,12
BMW,41212,2017.6,41263.5,13
Disney,40233.2000000001,2017.6,40323,14
GE,37337.400000001,2017.6,38482.5,15
Cisco,33516.9999999998,2017.6,33252.5,16
Nike,28880.3999999997,2017.6,28570.5,17
Oracle,26666.2000000001,2017.6,26799.5,18
Louis Vuitton,26058.7999999995,2017.6,25535.5,19
Honda,23287.5999999999,2017.6,23189,20
SAP,22785,2017.6,22760,21
Pepsi,20675.2,2017.6,20644.5,22
American Express,18598.1999999999,2017.6,18463,23
H&M,18290.8000000003,2017.6,18657,24
Zara,18056.4000000001,2017.6,18142.5,25
IKEA,17863.6000000001,2017.6,17965,26
Gillette,17398.4000000001,2017.6,17532,27
J.P. Morgan,16839.7999999998,2017.6,16658,28
UPS,16664.2,2017.6,16618,29
Pampers,16536.6,2017.6,16516.5,30
Budweiser,15526.2,2017.6,15501,31
Hermès,15507.1999999998,2017.6,15291,32
Ford,13854.2,2017.6,13819,33
Accenture,13516.7999999998,2017.6,13342.5,34
Hyundai,13398.2,2017.6,13364,35
eBay,13099.8,2017.6,13120.5,36
NESCAFÉ,12896.2,2017.6,12857,37
Audi,12121.4,2017.6,12105,38
Nissan,11941.3999999999,2017.6,11873.5,39
Volkswagen,11929.3999999999,2017.6,11861.5,40
Philips,11869.9999999999,2017.6,11811.5,41
Gucci,11752.7999999997,2017.6,11455.5,42
Goldman Sachs,11406.9999999999,2017.6,11316.5,43
Citi,11185.7999999999,2017.6,11088,44
AXA,11100,2017.6,11095.5,45
HSBC,10938.3999999999,2017.6,10871,46
L'Oréal,10930.8,2017.6,10888,47
Kellogg's,10769.2,2017.6,10803,48
Allianz,10516.1999999999,2017.6,10440,49
Porsche,10475.7999999999,2017.6,10418,50
adidas,10149.5999999999,2017.6,9994,51
Canon,10143.1999999999,2017.6,10084,52
HP,10076.1999999999,2017.6,9987,53
Adobe,10072.7999999998,2017.6,9904,54
Siemens,10072,2017.6,10057,55
Danone,9448.59999999998,2017.6,9427.5,56
Starbucks,9250.59999999992,2017.6,9159.5,57
3M,9041.19999999999,2017.6,9025.5,58
Sony,8979.19999999992,2017.6,8895,59
Nestlé,8853.99999999998,2017.6,8833,60
Morgan Stanley,8563.19999999995,2017.6,8503.5,61
Visa,8538.59999999989,2017.6,8418,62
Colgate,8525.39999999997,2017.6,8492,63
Hewlett Packard Enterprise,8474.60000000007,2017.6,8554,64
Cartier,7606.39999999999,2017.6,7596.5,65
Huawei,7217.19999999992,2017.6,7127,66
Banco Santander,7208.99999999992,2017.6,7124.5,67
Netflix,7103.39999999977,2017.6,6851.5,68
Mastercard,7066.99999999989,2017.6,6947.5,69
Kia,6828.19999999998,2017.6,6804,70
LEGO,6729.40000000005,2017.6,6778.5,71
FedEx,6635.99999999994,2017.6,6572.5,72
Land Rover,6170.59999999999,2017.6,6158,73
Panasonic,6168.99999999997,2017.6,6138,74
Johnson & Johnson,6154.99999999998,2017.6,6136,75
PayPal,6135.79999999989,2017.6,6014.5,76
Salesforce.com,5948.79999999989,2017.6,5828,77
DHL,5814.59999999998,2017.6,5798,78
Discovery,5617.39999999997,2017.6,5583,79
Tiffany & Co.,5542.79999999998,2017.6,5518,80
Jack Daniel's,5517.39999999997,2017.6,5486.5,81
KFC,5413.79999999998,2017.6,5397,82
Ferrari,5406.39999999992,2017.6,5318,83
Caterpillar,5385.19999999992,2017.6,5299,84
Harley-Davidson,5365.00000000005,2017.6,5416,85
Heineken,5308.19999999998,2017.6,5287,86
Corona,5220.59999999993,2017.6,5146.5,87
MINI,5197.99999999999,2017.6,5184,88
John Deere,5138.19999999995,2017.6,5079,89
Shell,5094.79999999996,2017.6,5049.5,90
Burberry,5047.40000000001,2017.6,5062,91
Dior,4968.59999999994,2017.6,4905,92
Sprite,4776.60000000001,2017.6,4787.5,93
Prada,4773.59999999999,2017.6,4764,94
Johnnie Walker,4600.59999999997,2017.6,4568,95
Chanel,NA,2017.6,NA,96
Hennessy,NA,2017.6,NA,97
Nintendo,NA,2017.6,NA,98
Spotify,NA,2017.6,NA,99
Subaru,NA,2017.6,NA,100
Apple,205382.200000001,2017.7,202349.599999997,1
Google,151365.100000001,2017.7,149984.799999999,2
Amazon,89973.6000000016,2017.7,86376.7999999967,3
Microsoft,88900.2000000006,2017.7,87628.5999999988,4
Coca-Cola,67358.5999999998,2017.7,67697.8000000003,5
Samsung,58797.7000000002,2017.7,58433.5999999997,6
Toyota,52470.1000000001,2017.7,52158.7999999997,7
Mercedes-Benz,48369.4,2017.7,48292.1999999999,8
Facebook,46073.9999999999,2017.7,46376.0000000003,9
IBM,44129.0999999998,2017.7,44514.8000000004,10
McDonald's,42851.8000000001,2017.7,42663.3999999998,11
Intel,42142.8000000002,2017.7,41759.3999999997,12
BMW,41160.5,2017.7,41212,13
Disney,40143.4,2017.7,40233.2000000001,14
GE,36192.2999999995,2017.7,37337.400000001,15
Cisco,33781.5000000001,2017.7,33516.9999999998,16
Nike,29190.3000000001,2017.7,28880.3999999997,17
Louis Vuitton,26582.1000000002,2017.7,26058.7999999995,18
Oracle,26532.8999999999,2017.7,26666.2000000001,19
Honda,23386.2,2017.7,23287.5999999999,20
SAP,22810,2017.7,22785,21
Pepsi,20705.9,2017.7,20675.2,22
American Express,18733.4000000001,2017.7,18598.1999999999,23
Zara,17970.3,2017.7,18056.4000000001,24
H&M,17924.5999999998,2017.7,18290.8000000003,25
IKEA,17762.2,2017.7,17863.6000000001,26
Gillette,17264.7999999999,2017.7,17398.4000000001,27
J.P. Morgan,17021.6000000001,2017.7,16839.7999999998,28
UPS,16710.4,2017.7,16664.2,29
Pampers,16556.7,2017.7,16536.6,30
Hermès,15723.4000000001,2017.7,15507.1999999998,31
Budweiser,15551.4,2017.7,15526.2,32
Ford,13889.4,2017.7,13854.2,33
Accenture,13691.1000000001,2017.7,13516.7999999998,34
Hyundai,13432.4,2017.7,13398.2,35
eBay,13079.1,2017.7,13099.8,36
NESCAFÉ,12935.4,2017.7,12896.2,37
Audi,12137.8,2017.7,12121.4,38
Gucci,12050.1000000001,2017.7,11752.7999999997,39
Nissan,12009.3,2017.7,11941.3999999999,40
Volkswagen,11997.3,2017.7,11929.3999999999,41
Philips,11928.5,2017.7,11869.9999999999,42
Goldman Sachs,11497.5,2017.7,11406.9999999999,43
Citi,11283.6,2017.7,11185.7999999999,44
AXA,11104.5,2017.7,11100,45
HSBC,11005.8,2017.7,10938.3999999999,46
L'Oréal,10973.6,2017.7,10930.8,47
Kellogg's,10735.4,2017.7,10769.2,48
Allianz,10592.4,2017.7,10516.1999999999,49
Porsche,10533.6,2017.7,10475.7999999999,50
adidas,10305.2000000001,2017.7,10149.5999999999,51
Adobe,10241.6000000001,2017.7,10072.7999999998,52
Canon,10202.4,2017.7,10143.1999999999,53
HP,10165.4,2017.7,10076.1999999999,54
Siemens,10087,2017.7,10072,55
Danone,9469.70000000001,2017.7,9448.59999999998,56
Starbucks,9341.70000000004,2017.7,9250.59999999992,57
Sony,9063.40000000004,2017.7,8979.19999999992,58
3M,9056.90000000001,2017.7,9041.19999999999,59
Nestlé,8875.00000000001,2017.7,8853.99999999998,60
Visa,8659.20000000006,2017.7,8538.59999999989,61
Morgan Stanley,8622.90000000003,2017.7,8563.19999999995,62
Colgate,8558.80000000002,2017.7,8525.39999999997,63
Hewlett Packard Enterprise,8395.19999999996,2017.7,8474.60000000007,64
Cartier,7616.3,2017.7,7606.39999999999,65
Netflix,7355.30000000011,2017.7,7103.39999999977,66
Huawei,7307.40000000004,2017.7,7217.19999999992,67
Banco Santander,7293.50000000004,2017.7,7208.99999999992,68
Mastercard,7186.50000000005,2017.7,7066.99999999989,69
Kia,6852.40000000001,2017.7,6828.19999999998,70
FedEx,6699.50000000003,2017.7,6635.99999999994,71
LEGO,6680.29999999998,2017.7,6729.40000000005,72
PayPal,6257.10000000005,2017.7,6135.79999999989,73
Panasonic,6200.00000000001,2017.7,6168.99999999997,74
Land Rover,6183.20000000001,2017.7,6170.59999999999,75
Johnson & Johnson,6174.00000000001,2017.7,6154.99999999998,76
Salesforce.com,6069.60000000005,2017.7,5948.79999999989,77
DHL,5831.20000000001,2017.7,5814.59999999998,78
Discovery,5651.80000000002,2017.7,5617.39999999997,79
Tiffany & Co.,5567.60000000001,2017.7,5542.79999999998,80
Jack Daniel's,5548.30000000001,2017.7,5517.39999999997,81
Ferrari,5494.80000000004,2017.7,5406.39999999992,82
Caterpillar,5471.40000000004,2017.7,5385.19999999992,83
KFC,5430.60000000001,2017.7,5413.79999999998,84
Heineken,5329.40000000001,2017.7,5308.19999999998,85
Harley-Davidson,5313.99999999998,2017.7,5365.00000000005,86
Corona,5294.70000000003,2017.7,5220.59999999993,87
MINI,5212.00000000001,2017.7,5197.99999999999,88
John Deere,5197.40000000003,2017.7,5138.19999999995,89
Shell,5140.10000000002,2017.7,5094.79999999996,90
Burberry,5032.79999999999,2017.7,5047.40000000001,91
Dior,5032.20000000003,2017.7,4968.59999999994,92
Prada,4783.2,2017.7,4773.59999999999,93
Sprite,4765.7,2017.7,4776.60000000001,94
Johnnie Walker,4633.20000000002,2017.7,4600.59999999997,95
Chanel,NA,2017.7,NA,96
Hennessy,NA,2017.7,NA,97
Nintendo,NA,2017.7,NA,98
Spotify,NA,2017.7,NA,99
Subaru,NA,2017.7,NA,100
Apple,208414.799999999,2017.8,205382.200000001,1
Google,152745.399999999,2017.8,151365.100000001,2
Amazon,93570.3999999984,2017.8,89973.6000000016,3
Microsoft,90171.7999999994,2017.8,88900.2000000006,4
Coca-Cola,67019.4000000002,2017.8,67358.5999999998,5
Samsung,59161.7999999998,2017.8,58797.7000000002,6
Toyota,52781.3999999999,2017.8,52470.1000000001,7
Mercedes-Benz,48446.6,2017.8,48369.4,8
Facebook,45772.0000000001,2017.8,46073.9999999999,9
IBM,43743.4000000002,2017.8,44129.0999999998,10
McDonald's,43040.1999999999,2017.8,42851.8000000001,11
Intel,42526.1999999998,2017.8,42142.8000000002,12
BMW,41109,2017.8,41160.5,13
Disney,40053.6,2017.8,40143.4,14
GE,35047.2000000005,2017.8,36192.2999999995,15
Cisco,34045.9999999999,2017.8,33781.5000000001,16
Nike,29500.1999999999,2017.8,29190.3000000001,17
Louis Vuitton,27105.3999999998,2017.8,26582.1000000002,18
Oracle,26399.6000000001,2017.8,26532.8999999999,19
Honda,23484.8,2017.8,23386.2,20
SAP,22835,2017.8,22810,21
Pepsi,20736.6,2017.8,20705.9,22
American Express,18868.5999999999,2017.8,18733.4000000001,23
Zara,17884.2,2017.8,17970.3,24
IKEA,17660.8,2017.8,17762.2,25
H&M,17558.4000000002,2017.8,17924.5999999998,26
J.P. Morgan,17203.3999999999,2017.8,17021.6000000001,27
Gillette,17131.2000000001,2017.8,17264.7999999999,28
UPS,16756.6,2017.8,16710.4,29
Pampers,16576.8,2017.8,16556.7,30
Hermès,15939.5999999999,2017.8,15723.4000000001,31
Budweiser,15576.6,2017.8,15551.4,32
Ford,13924.6,2017.8,13889.4,33
Accenture,13865.3999999999,2017.8,13691.1000000001,34
Hyundai,13466.6,2017.8,13432.4,35
eBay,13058.4,2017.8,13079.1,36
NESCAFÉ,12974.6,2017.8,12935.4,37
Gucci,12347.3999999999,2017.8,12050.1000000001,38
Audi,12154.2,2017.8,12137.8,39
Nissan,12077.2,2017.8,12009.3,40
Volkswagen,12065.2,2017.8,11997.3,41
Philips,11987,2017.8,11928.5,42
Goldman Sachs,11588,2017.8,11497.5,43
Citi,11381.4,2017.8,11283.6,44
AXA,11109,2017.8,11104.5,45
HSBC,11073.2,2017.8,11005.8,46
L'Oréal,11016.4,2017.8,10973.6,47
Kellogg's,10701.6,2017.8,10735.4,48
Allianz,10668.6,2017.8,10592.4,49
Porsche,10591.4,2017.8,10533.6,50
adidas,10460.7999999999,2017.8,10305.2000000001,51
Adobe,10410.3999999999,2017.8,10241.6000000001,52
Canon,10261.6,2017.8,10202.4,53
HP,10254.6,2017.8,10165.4,54
Siemens,10102,2017.8,10087,55
Danone,9490.79999999999,2017.8,9469.70000000001,56
Starbucks,9432.79999999996,2017.8,9341.70000000004,57
Sony,9147.59999999996,2017.8,9063.40000000004,58
3M,9072.59999999999,2017.8,9056.90000000001,59
Nestlé,8895.99999999999,2017.8,8875.00000000001,60
Visa,8779.79999999994,2017.8,8659.20000000006,61
Morgan Stanley,8682.59999999997,2017.8,8622.90000000003,62
Colgate,8592.19999999998,2017.8,8558.80000000002,63
Hewlett Packard Enterprise,8315.80000000004,2017.8,8395.19999999996,64
Cartier,7626.2,2017.8,7616.3,65
Netflix,7607.19999999989,2017.8,7355.30000000011,66
Huawei,7397.59999999996,2017.8,7307.40000000004,67
Banco Santander,7377.99999999996,2017.8,7293.50000000004,68
Mastercard,7305.99999999995,2017.8,7186.50000000005,69
Kia,6876.59999999999,2017.8,6852.40000000001,70
FedEx,6762.99999999997,2017.8,6699.50000000003,71
LEGO,6631.20000000002,2017.8,6680.29999999998,72
PayPal,6378.39999999995,2017.8,6257.10000000005,73
Panasonic,6230.99999999999,2017.8,6200.00000000001,74
Land Rover,6195.79999999999,2017.8,6183.20000000001,75
Johnson & Johnson,6192.99999999999,2017.8,6174.00000000001,76
Salesforce.com,6190.39999999995,2017.8,6069.60000000005,77
DHL,5847.79999999999,2017.8,5831.20000000001,78
Discovery,5686.19999999998,2017.8,5651.80000000002,79
Tiffany & Co.,5592.39999999999,2017.8,5567.60000000001,80
Ferrari,5583.19999999996,2017.8,5494.80000000004,81
Jack Daniel's,5579.19999999999,2017.8,5548.30000000001,82
Caterpillar,5557.59999999996,2017.8,5471.40000000004,83
KFC,5447.39999999999,2017.8,5430.60000000001,84
Corona,5368.79999999997,2017.8,5294.70000000003,85
Heineken,5350.59999999999,2017.8,5329.40000000001,86
Harley-Davidson,5263.00000000002,2017.8,5313.99999999998,87
John Deere,5256.59999999997,2017.8,5197.40000000003,88
MINI,5225.99999999999,2017.8,5212.00000000001,89
Shell,5185.39999999998,2017.8,5140.10000000002,90
Dior,5095.79999999997,2017.8,5032.20000000003,91
Burberry,5018.20000000001,2017.8,5032.79999999999,92
Prada,4792.8,2017.8,4783.2,93
Sprite,4754.8,2017.8,4765.7,94
Johnnie Walker,4665.79999999998,2017.8,4633.20000000002,95
Chanel,NA,2017.8,NA,96
Hennessy,NA,2017.8,NA,97
Nintendo,NA,2017.8,NA,98
Spotify,NA,2017.8,NA,99
Subaru,NA,2017.8,NA,100
Apple,211447.400000003,2017.9,208414.799999999,1
Google,154125.700000001,2017.9,152745.399999999,2
Amazon,97167.2000000033,2017.9,93570.3999999984,3
Microsoft,91443.4000000012,2017.9,90171.7999999994,4
Coca-Cola,66680.1999999997,2017.9,67019.4000000002,5
Samsung,59525.9000000003,2017.9,59161.7999999998,6
Toyota,53092.7000000003,2017.9,52781.3999999999,7
Mercedes-Benz,48523.8000000001,2017.9,48446.6,8
Facebook,45469.9999999997,2017.9,45772.0000000001,9
IBM,43357.6999999996,2017.9,43743.4000000002,10
McDonald's,43228.6000000002,2017.9,43040.1999999999,11
Intel,42909.6000000003,2017.9,42526.1999999998,12
BMW,41057.5,2017.9,41109,13
Disney,39963.7999999999,2017.9,40053.6,14
Cisco,34310.5000000002,2017.9,34045.9999999999,15
GE,33902.099999999,2017.9,35047.2000000005,16
Nike,29810.1000000003,2017.9,29500.1999999999,17
Louis Vuitton,27628.7000000005,2017.9,27105.3999999998,18
Oracle,26266.2999999999,2017.9,26399.6000000001,19
Honda,23583.4000000001,2017.9,23484.8,20
SAP,22860,2017.9,22835,21
Pepsi,20767.3,2017.9,20736.6,22
American Express,19003.8000000001,2017.9,18868.5999999999,23
Zara,17798.0999999999,2017.9,17884.2,24
IKEA,17559.3999999999,2017.9,17660.8,25
J.P. Morgan,17385.2000000002,2017.9,17203.3999999999,26
H&M,17192.1999999997,2017.9,17558.4000000002,27
Gillette,16997.5999999999,2017.9,17131.2000000001,28
UPS,16802.8,2017.9,16756.6,29
Pampers,16596.9,2017.9,16576.8,30
Hermès,16155.8000000002,2017.9,15939.5999999999,31
Budweiser,15601.8,2017.9,15576.6,32
Accenture,14039.7000000002,2017.9,13865.3999999999,33
Ford,13959.8,2017.9,13924.6,34
Hyundai,13500.8,2017.9,13466.6,35
eBay,13037.7,2017.9,13058.4,36
NESCAFÉ,13013.8,2017.9,12974.6,37
Gucci,12644.7000000003,2017.9,12347.3999999999,38
Audi,12170.6,2017.9,12154.2,39
Nissan,12145.1000000001,2017.9,12077.2,40
Volkswagen,12133.1000000001,2017.9,12065.2,41
Philips,12045.5000000001,2017.9,11987,42
Goldman Sachs,11678.5000000001,2017.9,11588,43
Citi,11479.2000000001,2017.9,11381.4,44
HSBC,11140.6000000001,2017.9,11073.2,45
AXA,11113.5,2017.9,11109,46
L'Oréal,11059.2,2017.9,11016.4,47
Allianz,10744.8000000001,2017.9,10668.6,48
Kellogg's,10667.8,2017.9,10701.6,49
Porsche,10649.2000000001,2017.9,10591.4,50
adidas,10616.4000000001,2017.9,10460.7999999999,51
Adobe,10579.2000000002,2017.9,10410.3999999999,52
HP,10343.8000000001,2017.9,10254.6,53
Canon,10320.8000000001,2017.9,10261.6,54
Siemens,10117,2017.9,10102,55
Starbucks,9523.90000000008,2017.9,9432.79999999996,56
Danone,9511.90000000002,2017.9,9490.79999999999,57
Sony,9231.80000000008,2017.9,9147.59999999996,58
3M,9088.30000000001,2017.9,9072.59999999999,59
Nestlé,8917.00000000002,2017.9,8895.99999999999,60
Visa,8900.40000000011,2017.9,8779.79999999994,61
Morgan Stanley,8742.30000000005,2017.9,8682.59999999997,62
Colgate,8625.60000000003,2017.9,8592.19999999998,63
Hewlett Packard Enterprise,8236.39999999993,2017.9,8315.80000000004,64
Netflix,7859.10000000023,2017.9,7607.19999999989,65
Cartier,7636.10000000001,2017.9,7626.2,66
Huawei,7487.80000000008,2017.9,7397.59999999996,67
Banco Santander,7462.50000000008,2017.9,7377.99999999996,68
Mastercard,7425.50000000011,2017.9,7305.99999999995,69
Kia,6900.80000000002,2017.9,6876.59999999999,70
FedEx,6826.50000000006,2017.9,6762.99999999997,71
LEGO,6582.09999999995,2017.9,6631.20000000002,72
PayPal,6499.70000000011,2017.9,6378.39999999995,73
